INFO: [VRFC 10-2263] Analyzing Verilog file "C:/Users/cse/Desktop/COMP3601/projects/COMP3601_group/COMP3601_group.sim/sim_1/impl/func/xsim/glbl.v" into library xil_defaultlib
INFO: [VRFC 10-311] analyzing module glbl
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_ds_0_wr_logic_1'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_ds_0_wr_logic_8'
INFO: [VRFC 10-3107] analyzing entity 'design_1_audio_pipeline_0_1'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_pc_0_axi_protocol_converter_v2_1_25_b2s_ar_channel'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_pc_0_axi_protocol_converter_v2_1_25_b2s_aw_channel'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_srl_fifo_f'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_srl_fifo_f__parameterized0\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_srl_fifo_f__parameterized1\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_srl_fifo_f__parameterized2\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_srl_fifo_f__parameterized3\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_srl_fifo_f__parameterized4\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_xpm_fifo_sync'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_xpm_fifo_sync__parameterized1\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_bd_6f02_s00mmu_0'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_proc_sys_reset'
INFO: [VRFC 10-3107] analyzing entity 'design_1_rst_ps8_0_99M_1_proc_sys_reset'
INFO: [VRFC 10-3107] analyzing entity 'design_1_xbar_0_axi_crossbar_v2_1_26_axi_crossbar'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_sc_exit_v1_0_12_exit'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_sc_si_converter_v1_0_10_splitter'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_sc_transaction_regulator_v1_0_9_top'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_sc_util_v1_0_4_xpm_memory_fifo'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_smc_1_sc_util_v1_0_4_xpm_memory_fifo__parameterized0\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_smc_1_sc_util_v1_0_4_xpm_memory_fifo__parameterized1\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_ds_0_fifo_generator_ramfifo'
INFO: [VRFC 10-3107] analyzing entity '\design_1_auto_ds_0_fifo_generator_ramfifo__parameterized0\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_auto_ds_0_fifo_generator_ramfifo__parameterized0__xdcDup__1\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_pc_0_axi_protocol_converter_v2_1_25_b2s'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_axi_datamover_fifo__parameterized1\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_axi_datamover_fifo__parameterized2\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_axi_datamover_fifo__parameterized3\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_axi_datamover_fifo__parameterized4\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_axi_datamover_fifo__parameterized5\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_axi_datamover_fifo__parameterized6\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_sync_fifo_fg'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_sync_fifo_fg__parameterized0\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_bd_6f02_psr_aclk_0'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_bd_6f02_s00tr_0'
INFO: [VRFC 10-3107] analyzing entity 'design_1_rst_ps8_0_99M_1'
INFO: [VRFC 10-3107] analyzing entity 'design_1_xbar_0'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_sc_exit_v1_0_12_top'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_sc_node_v1_0_14_fifo'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_smc_1_sc_node_v1_0_14_fifo__parameterized0\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_smc_1_sc_node_v1_0_14_fifo__parameterized1\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_sc_si_converter_v1_0_10_top'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_ds_0_fifo_generator_top'
INFO: [VRFC 10-3107] analyzing entity '\design_1_auto_ds_0_fifo_generator_top__parameterized0\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_auto_ds_0_fifo_generator_top__parameterized0__xdcDup__1\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_pc_0_axi_protocol_converter_v2_1_25_axi_protocol_converter'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_axi_datamover_addr_cntl'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_axi_datamover_s2mm_scatter'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_axi_datamover_sfifo_autord'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_axi_datamover_sfifo_autord__parameterized0\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_axi_datamover_wr_status_cntl'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_axi_datamover_wrdata_cntl'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_bd_6f02_m00e_0'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_bd_6f02_s00sic_0'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_clk_map_imp_19UC7HI'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_sc_node_v1_0_14_mi_handler'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_smc_1_sc_node_v1_0_14_mi_handler__parameterized0\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_smc_1_sc_node_v1_0_14_mi_handler__parameterized1\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_ds_0_fifo_generator_v13_2_6_synth'
INFO: [VRFC 10-3107] analyzing entity '\design_1_auto_ds_0_fifo_generator_v13_2_6_synth__parameterized0\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_auto_ds_0_fifo_generator_v13_2_6_synth__parameterized0__xdcDup__1\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_pc_0'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_axi_datamover_indet_btt'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_axi_datamover_s2mm_realign'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_m00_exit_pipeline_imp_PYUQT9'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_s00_entry_pipeline_imp_1PSXOAM'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_sc_node_v1_0_14_top'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_smc_1_sc_node_v1_0_14_top__parameterized0\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_smc_1_sc_node_v1_0_14_top__parameterized1\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_ds_0_fifo_generator_v13_2_6'
INFO: [VRFC 10-3107] analyzing entity '\design_1_auto_ds_0_fifo_generator_v13_2_6__parameterized0\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_auto_ds_0_fifo_generator_v13_2_6__parameterized0__xdcDup__1\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_ds_0_axi_data_fifo_v2_1_24_fifo_gen'
INFO: [VRFC 10-3107] analyzing entity '\design_1_auto_ds_0_axi_data_fifo_v2_1_24_fifo_gen__parameterized0\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_auto_ds_0_axi_data_fifo_v2_1_24_fifo_gen__parameterized0__xdcDup__1\'
